Date,RM_Temp,RM_Humidity,WD_Temp,WD_Humidity
23/6/2023 0:42,29.75℃,76.38%,28.63℃,72.56%
23/6/2023 0:52,29.69℃,76.00%,28.69℃,72.69%
23/6/2023 1:02,29.63℃,75.81%,28.69℃,72.69%
23/6/2023 1:12,29.63℃,75.75%,28.69℃,72.75%
23/6/2023 1:22,29.56℃,75.75%,28.75℃,72.88%
23/6/2023 1:32,29.56℃,75.62%,28.75℃,73.00%
23/6/2023 1:42,29.56℃,76.12%,28.75℃,73.12%
23/6/2023 1:52,29.56℃,76.25%,28.81℃,73.19%
23/6/2023 2:02,29.50℃,76.19%,28.88℃,73.56%
23/6/2023 2:12,29.50℃,76.19%,28.88℃,73.62%
23/6/2023 2:22,29.44℃,76.19%,28.94℃,73.75%
23/6/2023 2:32,29.44℃,76.12%,28.94℃,74.00%
23/6/2023 2:42,29.38℃,76.19%,28.94℃,74.12%
23/6/2023 2:52,29.38℃,76.19%,28.94℃,74.19%
23/6/2023 3:02,29.38℃,76.06%,28.94℃,74.25%
23/6/2023 3:12,29.38℃,76.00%,28.94℃,74.19%
23/6/2023 3:22,29.31℃,75.88%,28.94℃,74.12%
23/6/2023 3:32,29.31℃,75.81%,29.00℃,74.12%
23/6/2023 3:42,29.25℃,75.69%,29.00℃,74.12%
23/6/2023 3:52,29.25℃,75.69%,29.00℃,74.12%
23/6/2023 4:02,29.25℃,75.69%,29.06℃,74.12%
23/6/2023 4:12,29.19℃,75.69%,29.13℃,74.12%
23/6/2023 4:22,29.19℃,75.62%,29.13℃,74.44%
23/6/2023 4:32,29.19℃,75.56%,29.19℃,74.50%
23/6/2023 4:42,29.19℃,75.62%,29.19℃,74.56%
23/6/2023 4:52,29.13℃,75.75%,29.19℃,74.62%
23/6/2023 5:02,29.13℃,75.88%,29.19℃,74.75%
23/6/2023 5:12,29.13℃,75.94%,29.19℃,74.50%
23/6/2023 5:22,29.13℃,76.12%,29.19℃,74.44%
23/6/2023 5:32,29.13℃,76.00%,29.13℃,74.69%
23/6/2023 5:42,29.06℃,76.06%,29.13℃,74.75%
23/6/2023 5:52,29.06℃,76.00%,29.13℃,74.88%
23/6/2023 6:02,29.06℃,75.94%,29.13℃,74.94%
23/6/2023 6:12,29.06℃,75.94%,29.13℃,74.94%
23/6/2023 6:22,29.00℃,75.94%,29.13℃,74.62%
23/6/2023 6:32,29.00℃,75.81%,29.06℃,74.62%
23/6/2023 6:42,29.00℃,75.81%,29.06℃,74.56%
23/6/2023 6:52,28.94℃,75.69%,29.06℃,74.62%
23/6/2023 7:02,28.94℃,75.56%,29.06℃,74.62%
23/6/2023 7:12,28.94℃,75.44%,29.00℃,74.62%
23/6/2023 7:22,28.94℃,75.44%,29.00℃,74.62%
23/6/2023 7:32,28.75℃,68.75%,29.00℃,74.69%
23/6/2023 7:42,28.75℃,68.75%,28.94℃,74.69%
23/6/2023 7:52,28.75℃,67.94%,28.94℃,74.69%
23/6/2023 8:02,28.75℃,66.06%,28.94℃,74.69%
23/6/2023 8:12,28.75℃,64.44%,28.94℃,74.62%
23/6/2023 8:22,28.81℃,62.81%,28.94℃,74.69%
23/6/2023 8:32,28.81℃,62.81%,28.88℃,74.69%
23/6/2023 8:42,28.81℃,63.31%,28.88℃,74.62%
23/6/2023 8:52,28.88℃,64.12%,28.88℃,74.44%
23/6/2023 9:02,28.88℃,65.31%,28.88℃,74.25%
23/6/2023 9:12,28.94℃,68.38%,28.88℃,74.12%
23/6/2023 9:22,29.00℃,72.19%,28.88℃,74.12%
23/6/2023 9:32,29.00℃,72.31%,28.88℃,74.19%
23/6/2023 9:42,29.06℃,74.06%,28.88℃,74.12%
23/6/2023 9:52,29.13℃,74.25%,28.88℃,74.06%
23/6/2023 10:02,29.06℃,67.81%,28.88℃,73.94%
23/6/2023 10:12,29.06℃,70.19%,28.81℃,73.94%
23/6/2023 10:22,29.13℃,72.25%,28.81℃,74.00%
23/6/2023 10:32,29.19℃,73.00%,28.81℃,74.00%
23/6/2023 10:42,29.25℃,73.31%,28.81℃,73.81%
23/6/2023 10:52,29.31℃,73.50%,28.75℃,73.75%
23/6/2023 11:02,29.38℃,73.62%,28.75℃,73.81%
23/6/2023 11:12,29.44℃,73.62%,28.75℃,73.88%
23/6/2023 11:22,29.56℃,73.38%,28.75℃,73.88%
23/6/2023 11:32,29.44℃,67.94%,28.75℃,73.94%
23/6/2023 11:42,29.19℃,65.00%,28.75℃,74.00%
23/6/2023 11:52,29.06℃,63.38%,28.75℃,74.00%
23/6/2023 12:02,29.00℃,64.81%,28.69℃,74.06%
23/6/2023 12:12,29.19℃,69.06%,28.69℃,73.88%
23/6/2023 12:22,29.38℃,70.62%,28.69℃,74.06%
23/6/2023 12:32,29.56℃,71.25%,28.69℃,74.19%
23/6/2023 12:42,29.69℃,71.88%,28.63℃,74.25%
23/6/2023 12:52,29.81℃,72.56%,28.63℃,74.31%
23/6/2023 13:02,29.88℃,71.75%,28.63℃,74.44%
23/6/2023 13:12,29.94℃,70.50%,28.63℃,74.44%
23/6/2023 13:22,30.00℃,70.44%,28.63℃,74.50%
23/6/2023 13:32,30.13℃,69.88%,28.56℃,74.50%
23/6/2023 13:42,30.31℃,68.62%,28.56℃,74.56%
23/6/2023 13:52,30.50℃,66.75%,28.56℃,74.62%
23/6/2023 14:02,30.56℃,66.94%,28.56℃,74.62%
23/6/2023 14:12,30.56℃,67.38%,28.56℃,74.69%
23/6/2023 14:22,30.63℃,68.25%,28.50℃,74.62%
23/6/2023 14:32,30.69℃,69.38%,28.50℃,74.62%
23/6/2023 14:42,30.63℃,69.44%,28.50℃,74.50%
23/6/2023 14:52,30.63℃,69.88%,28.44℃,74.56%
23/6/2023 15:02,30.31℃,65.25%,28.44℃,74.56%
23/6/2023 15:12,30.00℃,63.56%,28.38℃,74.56%
23/6/2023 15:22,29.63℃,61.81%,28.38℃,74.56%
23/6/2023 15:32,29.38℃,61.38%,28.38℃,74.50%
23/6/2023 15:42,29.50℃,65.62%,28.31℃,74.50%
23/6/2023 15:52,29.69℃,68.69%,28.31℃,74.50%
23/6/2023 16:02,29.75℃,70.19%,28.25℃,74.50%
23/6/2023 16:12,29.81℃,71.50%,28.25℃,74.25%
23/6/2023 16:22,29.88℃,72.12%,28.19℃,74.25%
23/6/2023 16:32,29.88℃,72.81%,28.19℃,74.25%
23/6/2023 16:42,29.88℃,73.06%,28.13℃,74.19%
23/6/2023 16:52,29.88℃,73.25%,28.13℃,74.19%
23/6/2023 17:02,29.88℃,73.25%,28.13℃,74.19%
23/6/2023 17:12,29.88℃,73.44%,28.06℃,74.12%
23/6/2023 17:22,29.81℃,73.62%,28.06℃,74.00%
23/6/2023 17:32,29.75℃,72.81%,28.00℃,73.94%
23/6/2023 17:42,29.69℃,72.88%,28.00℃,73.94%
23/6/2023 17:52,29.69℃,72.94%,27.94℃,73.88%
23/6/2023 18:02,29.69℃,73.12%,27.94℃,73.81%
23/6/2023 18:12,29.69℃,73.44%,27.94℃,73.81%
23/6/2023 18:22,29.69℃,73.62%,27.94℃,73.75%
23/6/2023 18:32,29.69℃,73.62%,27.88℃,73.75%
23/6/2023 18:42,29.69℃,73.50%,27.88℃,73.69%
23/6/2023 18:52,29.69℃,73.50%,27.88℃,73.69%
23/6/2023 19:02,29.69℃,73.44%,27.88℃,73.69%
23/6/2023 19:12,29.63℃,73.38%,27.88℃,73.75%
23/6/2023 19:22,29.63℃,73.06%,27.88℃,73.81%
23/6/2023 19:32,29.63℃,72.88%,27.88℃,73.75%
23/6/2023 19:42,29.56℃,73.31%,27.88℃,73.75%
23/6/2023 19:52,29.56℃,73.88%,27.88℃,73.75%
23/6/2023 20:02,29.56℃,74.06%,27.88℃,73.69%
23/6/2023 20:12,29.56℃,74.06%,27.88℃,73.69%
23/6/2023 20:22,29.56℃,73.88%,27.88℃,73.56%
23/6/2023 20:32,29.56℃,73.81%,27.94℃,73.50%
23/6/2023 20:42,29.56℃,73.81%,27.94℃,73.44%
23/6/2023 20:52,29.56℃,74.00%,27.94℃,73.44%
23/6/2023 21:02,29.50℃,74.12%,27.94℃,73.38%
23/6/2023 21:12,29.50℃,74.31%,27.94℃,73.38%
23/6/2023 21:22,29.50℃,74.50%,28.00℃,73.38%
23/6/2023 21:32,29.50℃,74.69%,28.00℃,73.38%
23/6/2023 21:42,29.50℃,74.88%,28.06℃,73.38%
23/6/2023 21:52,29.50℃,74.94%,28.06℃,73.44%
23/6/2023 22:02,29.50℃,74.94%,28.13℃,73.38%
23/6/2023 22:12,29.50℃,74.94%,28.13℃,73.38%
23/6/2023 22:22,29.50℃,75.00%,28.19℃,73.38%
23/6/2023 22:32,29.50℃,75.06%,28.19℃,73.38%
23/6/2023 22:42,29.44℃,75.06%,28.25℃,73.62%
23/6/2023 22:52,29.50℃,75.19%,28.25℃,73.56%
23/6/2023 23:02,29.50℃,75.25%,28.31℃,73.50%
23/6/2023 23:12,29.44℃,75.31%,28.38℃,73.44%
23/6/2023 23:22,29.44℃,75.38%,28.38℃,73.44%
23/6/2023 23:32,29.44℃,75.44%,28.44℃,73.38%
23/6/2023 23:42,29.44℃,75.50%,28.44℃,73.38%
23/6/2023 23:52,29.44℃,75.69%,28.50℃,73.38%
24/6/2023 0:02,29.44℃,75.75%,28.56℃,73.31%
24/6/2023 0:12,29.44℃,75.88%,28.56℃,73.25%
24/6/2023 0:22,29.44℃,75.94%,28.63℃,73.19%
24/6/2023 0:32,29.44℃,76.00%,28.69℃,73.12%
24/6/2023 0:42,29.44℃,76.00%,28.75℃,73.06%
24/6/2023 0:52,29.44℃,76.19%,28.75℃,72.94%
24/6/2023 1:02,29.44℃,76.25%,28.75℃,72.81%
24/6/2023 1:12,29.44℃,76.31%,28.81℃,72.69%
24/6/2023 1:22,29.44℃,76.12%,28.81℃,72.56%
24/6/2023 1:32,29.44℃,76.06%,28.88℃,72.44%
24/6/2023 1:42,29.44℃,75.94%,28.88℃,72.38%
24/6/2023 1:52,29.38℃,76.06%,28.88℃,72.31%
24/6/2023 2:02,29.38℃,76.12%,28.94℃,72.31%
24/6/2023 2:12,29.31℃,73.12%,28.94℃,72.25%
24/6/2023 2:22,29.25℃,72.25%,28.94℃,72.25%
24/6/2023 2:32,29.19℃,69.25%,29.00℃,72.25%
24/6/2023 2:42,29.19℃,67.19%,29.06℃,72.25%
24/6/2023 2:52,29.13℃,65.12%,29.06℃,72.25%
24/6/2023 3:02,29.13℃,64.06%,29.13℃,72.31%
24/6/2023 3:12,29.06℃,64.75%,29.13℃,72.38%
24/6/2023 3:22,29.06℃,65.56%,29.13℃,72.75%
24/6/2023 3:32,29.00℃,66.00%,29.13℃,72.88%
24/6/2023 3:42,28.94℃,69.31%,29.13℃,72.94%
24/6/2023 3:52,28.94℃,70.38%,29.13℃,73.00%
24/6/2023 4:02,28.94℃,71.25%,29.13℃,73.00%
24/6/2023 4:12,28.94℃,72.06%,29.13℃,73.06%
24/6/2023 4:22,28.94℃,73.00%,29.13℃,73.12%
24/6/2023 4:32,28.94℃,73.69%,29.13℃,73.12%
24/6/2023 4:42,28.94℃,74.19%,29.13℃,72.88%
24/6/2023 4:52,28.88℃,73.31%,29.13℃,73.00%
24/6/2023 5:02,28.81℃,73.38%,29.13℃,73.31%
24/6/2023 5:12,28.81℃,73.19%,29.13℃,73.12%
24/6/2023 5:22,28.75℃,72.25%,29.13℃,73.12%
24/6/2023 5:32,28.63℃,72.12%,29.13℃,73.19%
24/6/2023 5:42,28.56℃,71.56%,29.06℃,73.19%
24/6/2023 5:52,28.56℃,71.38%,29.06℃,73.25%
24/6/2023 6:02,28.50℃,71.19%,29.06℃,73.25%
24/6/2023 6:12,28.50℃,71.06%,29.06℃,73.25%
24/6/2023 6:22,28.50℃,71.06%,29.06℃,73.25%
24/6/2023 6:32,28.50℃,70.88%,29.06℃,73.25%
24/6/2023 6:42,28.50℃,70.81%,29.00℃,73.31%
24/6/2023 6:52,28.50℃,70.88%,29.00℃,73.31%
24/6/2023 7:02,28.50℃,70.94%,29.00℃,73.31%
24/6/2023 7:12,28.50℃,70.75%,29.00℃,73.31%
24/6/2023 7:22,28.50℃,70.81%,28.94℃,73.31%
24/6/2023 7:32,28.50℃,70.88%,28.94℃,73.31%
24/6/2023 7:42,28.50℃,70.88%,28.94℃,73.25%
24/6/2023 7:52,28.50℃,71.06%,28.94℃,73.25%
24/6/2023 8:02,28.50℃,71.00%,28.94℃,73.25%
24/6/2023 8:12,28.50℃,71.06%,28.94℃,73.25%
24/6/2023 8:22,28.56℃,71.19%,28.94℃,73.25%
24/6/2023 8:32,28.56℃,71.25%,28.94℃,73.19%
24/6/2023 8:42,28.63℃,71.25%,28.88℃,73.19%
24/6/2023 8:52,28.63℃,71.31%,28.88℃,73.19%
24/6/2023 9:02,28.69℃,71.44%,28.88℃,73.19%
24/6/2023 9:12,28.69℃,71.62%,28.88℃,73.19%
24/6/2023 9:22,28.75℃,71.62%,28.88℃,73.19%
24/6/2023 9:32,28.69℃,67.25%,28.88℃,73.19%
24/6/2023 9:42,28.75℃,66.81%,28.88℃,73.19%
24/6/2023 9:52,28.69℃,68.75%,28.88℃,73.12%
24/6/2023 10:02,28.75℃,69.75%,28.88℃,73.12%
24/6/2023 10:12,28.75℃,70.50%,28.88℃,73.06%
24/6/2023 10:22,28.75℃,71.00%,28.88℃,72.94%
24/6/2023 10:32,28.81℃,71.69%,28.88℃,72.94%
24/6/2023 10:42,28.88℃,72.25%,28.81℃,73.00%
24/6/2023 10:52,28.75℃,69.94%,28.81℃,73.00%
24/6/2023 11:02,28.88℃,71.19%,28.81℃,73.06%
24/6/2023 11:12,28.94℃,71.44%,28.81℃,73.12%
24/6/2023 11:22,29.00℃,71.56%,28.81℃,73.12%
24/6/2023 11:32,29.06℃,71.56%,28.81℃,73.19%
24/6/2023 11:42,29.13℃,71.69%,28.75℃,73.19%
24/6/2023 11:52,29.19℃,71.12%,28.75℃,73.25%
24/6/2023 12:02,29.25℃,70.88%,28.75℃,73.12%
24/6/2023 12:12,29.31℃,68.81%,28.75℃,73.25%
24/6/2023 12:22,29.13℃,63.44%,28.75℃,73.31%
24/6/2023 12:32,28.94℃,60.81%,28.75℃,73.31%
24/6/2023 12:42,28.81℃,59.75%,28.69℃,73.38%
24/6/2023 12:52,28.69℃,58.44%,28.69℃,73.38%
24/6/2023 13:02,28.75℃,59.94%,28.69℃,73.38%
24/6/2023 13:12,28.94℃,61.94%,28.63℃,73.38%
24/6/2023 13:22,29.00℃,63.75%,28.63℃,73.38%
24/6/2023 13:32,29.13℃,65.06%,28.63℃,73.44%
24/6/2023 13:42,29.19℃,64.81%,28.63℃,73.44%
24/6/2023 13:52,29.25℃,64.75%,28.63℃,73.44%
24/6/2023 14:02,29.38℃,64.62%,28.56℃,73.44%
24/6/2023 14:12,29.44℃,64.62%,28.56℃,73.50%
24/6/2023 14:22,29.56℃,66.38%,28.56℃,73.50%
24/6/2023 14:32,29.63℃,67.19%,28.50℃,73.50%
24/6/2023 14:42,29.69℃,67.94%,28.50℃,73.50%
24/6/2023 14:52,29.69℃,68.38%,28.50℃,73.56%
24/6/2023 15:02,29.69℃,68.62%,28.50℃,73.56%
24/6/2023 15:12,29.63℃,68.88%,28.50℃,73.56%
24/6/2023 15:22,29.63℃,68.88%,28.44℃,73.62%
24/6/2023 15:32,29.63℃,68.81%,28.44℃,73.62%
24/6/2023 15:42,29.56℃,68.69%,28.44℃,73.62%
24/6/2023 15:52,29.56℃,68.62%,28.44℃,73.62%
24/6/2023 16:02,29.56℃,68.50%,28.38℃,73.62%
24/6/2023 16:12,29.56℃,68.50%,28.38℃,73.69%
24/6/2023 16:22,29.50℃,68.38%,28.38℃,73.69%
24/6/2023 16:32,29.50℃,68.44%,28.38℃,73.69%
24/6/2023 16:42,29.50℃,68.44%,28.38℃,73.69%
24/6/2023 16:52,29.44℃,68.44%,28.31℃,73.69%
24/6/2023 17:02,29.44℃,68.44%,28.31℃,73.69%
24/6/2023 17:12,29.44℃,68.44%,28.31℃,73.69%
24/6/2023 17:22,29.44℃,68.75%,28.31℃,73.75%
24/6/2023 17:32,29.38℃,68.88%,28.31℃,73.75%
24/6/2023 17:42,29.38℃,68.94%,28.25℃,73.75%
24/6/2023 17:52,29.38℃,69.00%,28.25℃,73.75%
24/6/2023 18:02,29.31℃,69.19%,28.25℃,73.81%
24/6/2023 18:12,29.19℃,68.25%,28.25℃,73.56%
24/6/2023 18:22,29.19℃,69.25%,28.25℃,73.56%
24/6/2023 18:32,29.13℃,69.69%,28.25℃,73.62%
24/6/2023 18:42,29.13℃,69.88%,28.25℃,73.62%
24/6/2023 18:52,29.13℃,70.12%,28.25℃,73.69%
24/6/2023 19:02,29.13℃,70.44%,28.25℃,73.75%
24/6/2023 19:12,29.13℃,70.81%,28.25℃,73.75%
24/6/2023 19:22,29.13℃,71.31%,28.25℃,73.81%
24/6/2023 19:32,29.13℃,71.69%,28.25℃,74.12%
24/6/2023 19:42,29.13℃,71.88%,28.25℃,74.06%
24/6/2023 19:52,29.13℃,72.06%,28.25℃,73.69%
24/6/2023 20:02,29.13℃,72.31%,28.25℃,73.94%
24/6/2023 20:12,29.13℃,72.44%,28.25℃,73.94%
24/6/2023 20:22,29.13℃,72.44%,28.25℃,74.00%
24/6/2023 20:32,29.13℃,72.56%,28.31℃,74.06%
24/6/2023 20:42,29.13℃,72.31%,28.31℃,74.19%
24/6/2023 20:52,29.13℃,72.44%,28.38℃,74.25%
24/6/2023 21:02,29.06℃,73.19%,28.38℃,74.25%
24/6/2023 21:12,29.06℃,73.56%,28.38℃,74.25%
24/6/2023 21:22,29.06℃,73.50%,28.44℃,74.69%
24/6/2023 21:32,29.06℃,71.62%,28.50℃,74.75%
24/6/2023 21:42,29.00℃,70.00%,28.50℃,74.81%
24/6/2023 21:52,29.00℃,68.56%,28.56℃,74.81%
24/6/2023 22:02,28.94℃,66.88%,28.56℃,74.88%
24/6/2023 22:12,28.94℃,65.88%,28.56℃,74.94%
24/6/2023 22:22,28.94℃,65.31%,28.63℃,75.00%
24/6/2023 22:32,28.94℃,65.06%,28.69℃,75.06%
24/6/2023 22:42,28.94℃,64.56%,28.69℃,74.81%
24/6/2023 22:52,28.88℃,63.25%,28.75℃,74.81%
24/6/2023 23:02,28.88℃,62.12%,28.75℃,74.88%
24/6/2023 23:12,28.81℃,62.69%,28.81℃,74.88%
24/6/2023 23:22,28.75℃,61.44%,28.88℃,74.88%
24/6/2023 23:32,28.69℃,61.00%,28.88℃,74.94%
24/6/2023 23:42,28.75℃,61.38%,28.88℃,74.94%
24/6/2023 23:52,28.75℃,61.31%,28.94℃,74.81%
25/6/2023 0:02,28.75℃,60.88%,28.94℃,74.62%
25/6/2023 0:12,28.75℃,61.06%,29.00℃,74.50%
25/6/2023 0:22,28.75℃,60.25%,29.00℃,74.31%
25/6/2023 0:32,28.75℃,59.88%,29.06℃,74.19%
25/6/2023 0:42,28.69℃,58.94%,29.06℃,74.06%
25/6/2023 0:52,28.63℃,59.38%,29.06℃,73.81%
25/6/2023 1:02,28.69℃,60.25%,29.13℃,73.69%
25/6/2023 1:12,28.69℃,60.31%,29.13℃,73.88%
25/6/2023 1:22,28.63℃,60.50%,29.13℃,73.81%
25/6/2023 1:32,28.63℃,60.69%,29.13℃,73.69%
25/6/2023 1:42,28.63℃,61.06%,29.19℃,73.62%
25/6/2023 1:52,28.63℃,61.31%,29.19℃,73.25%
25/6/2023 2:02,28.63℃,61.25%,29.25℃,72.94%
25/6/2023 2:12,28.56℃,61.62%,29.25℃,72.75%
25/6/2023 2:22,28.56℃,61.88%,29.31℃,72.56%
25/6/2023 2:32,28.44℃,60.25%,29.38℃,72.31%
25/6/2023 2:42,28.50℃,62.19%,29.38℃,72.19%
25/6/2023 2:52,28.50℃,64.62%,29.38℃,72.06%
25/6/2023 3:02,28.50℃,66.75%,29.38℃,72.00%
25/6/2023 3:12,28.50℃,68.75%,29.44℃,72.12%
25/6/2023 3:22,28.50℃,69.56%,29.44℃,72.25%
25/6/2023 3:32,28.50℃,70.38%,29.44℃,72.44%
25/6/2023 3:42,28.50℃,70.69%,29.44℃,72.56%
25/6/2023 3:52,28.44℃,71.19%,29.50℃,72.69%
25/6/2023 4:02,28.44℃,71.56%,29.50℃,72.75%
25/6/2023 4:12,28.44℃,71.94%,29.50℃,72.75%
25/6/2023 4:22,28.38℃,72.12%,29.50℃,72.81%
25/6/2023 4:32,28.38℃,72.38%,29.56℃,72.81%
25/6/2023 4:42,28.38℃,72.69%,29.56℃,72.81%
25/6/2023 4:52,28.38℃,72.56%,29.56℃,72.81%
25/6/2023 5:02,28.31℃,72.50%,29.56℃,72.88%
25/6/2023 5:12,28.31℃,72.50%,29.56℃,72.81%
25/6/2023 5:22,28.31℃,72.44%,29.56℃,72.81%
25/6/2023 5:32,28.31℃,72.44%,29.56℃,72.81%
25/6/2023 5:42,28.25℃,72.56%,29.56℃,72.81%
25/6/2023 5:52,28.25℃,72.56%,29.56℃,72.81%
25/6/2023 6:02,28.25℃,72.88%,29.56℃,72.81%
25/6/2023 6:12,28.25℃,73.06%,29.56℃,72.81%
25/6/2023 6:22,28.25℃,73.19%,29.56℃,72.81%
25/6/2023 6:32,28.25℃,73.12%,29.56℃,72.81%
25/6/2023 6:42,28.19℃,73.06%,29.56℃,72.81%
25/6/2023 6:52,28.19℃,73.19%,29.56℃,72.81%
25/6/2023 7:02,28.19℃,73.38%,29.56℃,72.81%
25/6/2023 7:12,28.19℃,73.50%,29.50℃,72.81%
25/6/2023 7:22,28.13℃,73.50%,29.50℃,72.81%
25/6/2023 7:32,28.13℃,73.25%,29.50℃,72.81%
25/6/2023 7:42,28.13℃,73.19%,29.50℃,72.81%
25/6/2023 7:52,28.19℃,73.31%,29.50℃,72.62%
25/6/2023 8:02,28.19℃,73.12%,29.44℃,72.12%
25/6/2023 8:12,28.19℃,72.94%,29.44℃,72.50%
25/6/2023 8:22,28.25℃,72.88%,29.44℃,72.62%
25/6/2023 8:32,28.25℃,72.75%,29.44℃,72.75%
25/6/2023 8:42,28.25℃,72.94%,29.44℃,72.75%
25/6/2023 8:52,28.25℃,72.81%,29.44℃,72.81%
25/6/2023 9:02,28.25℃,72.81%,29.38℃,72.19%
25/6/2023 9:12,28.31℃,72.94%,29.38℃,72.56%
25/6/2023 9:22,28.31℃,72.94%,29.38℃,72.69%
25/6/2023 9:32,28.38℃,72.88%,29.38℃,72.75%
25/6/2023 9:42,28.31℃,69.38%,29.38℃,72.81%
25/6/2023 9:52,28.31℃,67.19%,29.38℃,72.88%
25/6/2023 10:02,28.44℃,72.12%,29.38℃,72.88%
25/6/2023 10:12,28.44℃,71.50%,29.38℃,72.88%
25/6/2023 10:22,28.44℃,71.50%,29.38℃,72.94%
25/6/2023 10:32,28.44℃,69.94%,29.31℃,72.62%
25/6/2023 10:42,28.44℃,71.81%,29.31℃,72.75%
25/6/2023 10:52,28.50℃,72.69%,29.31℃,72.94%
25/6/2023 11:02,28.56℃,73.31%,29.31℃,73.00%
25/6/2023 11:12,28.56℃,68.88%,29.25℃,73.06%
25/6/2023 11:22,28.13℃,66.38%,29.25℃,73.00%
25/6/2023 11:32,27.69℃,64.38%,29.25℃,73.00%
25/6/2023 11:42,27.44℃,64.88%,29.25℃,73.06%
25/6/2023 11:52,27.25℃,64.25%,29.25℃,73.12%
25/6/2023 12:02,27.50℃,66.44%,29.19℃,73.25%
25/6/2023 12:12,27.81℃,70.56%,29.19℃,73.25%
25/6/2023 12:22,28.06℃,68.62%,29.19℃,73.31%
25/6/2023 12:32,27.50℃,61.19%,29.19℃,73.38%
25/6/2023 12:42,27.25℃,60.19%,29.13℃,73.44%
25/6/2023 12:52,27.38℃,59.31%,29.13℃,73.56%
25/6/2023 13:02,27.44℃,58.81%,29.13℃,73.69%
25/6/2023 13:12,27.56℃,58.62%,29.13℃,73.50%
25/6/2023 13:22,27.94℃,63.69%,29.06℃,73.56%
25/6/2023 13:32,28.25℃,64.94%,29.06℃,73.62%
25/6/2023 13:42,28.50℃,66.06%,29.00℃,73.62%
25/6/2023 13:52,28.75℃,66.56%,29.00℃,73.69%
25/6/2023 14:02,28.94℃,65.75%,29.00℃,73.75%
25/6/2023 14:12,29.13℃,65.62%,28.94℃,73.75%
25/6/2023 14:22,29.31℃,65.44%,28.94℃,73.81%
25/6/2023 14:32,29.44℃,65.31%,28.94℃,73.88%
25/6/2023 14:42,29.69℃,65.62%,28.88℃,73.94%
25/6/2023 14:52,29.88℃,65.94%,28.88℃,73.94%
25/6/2023 15:02,29.94℃,63.00%,28.88℃,74.00%
25/6/2023 15:12,30.06℃,64.50%,28.81℃,74.00%
25/6/2023 15:22,30.19℃,64.19%,28.81℃,74.12%
25/6/2023 15:32,30.25℃,64.31%,28.81℃,74.19%
25/6/2023 15:42,30.31℃,64.69%,28.81℃,74.25%
25/6/2023 15:52,30.38℃,64.31%,28.75℃,74.31%
25/6/2023 16:02,30.50℃,64.06%,28.75℃,74.44%
25/6/2023 16:12,30.38℃,59.19%,28.75℃,74.56%
25/6/2023 16:22,30.19℃,58.19%,28.75℃,74.69%
25/6/2023 16:32,30.25℃,59.19%,28.75℃,74.75%
25/6/2023 16:42,30.25℃,59.75%,28.69℃,74.81%
25/6/2023 16:52,29.88℃,59.25%,28.69℃,74.88%
25/6/2023 17:02,29.75℃,62.19%,28.69℃,74.94%
25/6/2023 17:12,29.63℃,63.50%,28.69℃,75.00%
25/6/2023 17:22,29.63℃,64.50%,28.63℃,75.06%
25/6/2023 17:32,29.56℃,64.50%,28.63℃,75.12%
25/6/2023 17:42,29.50℃,64.50%,28.63℃,75.12%
25/6/2023 17:52,29.44℃,64.81%,28.63℃,75.19%
25/6/2023 18:02,29.44℃,65.06%,28.56℃,75.19%
25/6/2023 18:12,29.44℃,65.38%,28.56℃,75.25%
25/6/2023 18:22,29.38℃,65.62%,28.56℃,75.31%
25/6/2023 18:32,29.38℃,65.75%,28.56℃,75.38%
25/6/2023 18:42,29.38℃,66.06%,28.56℃,75.44%
25/6/2023 18:52,29.31℃,66.06%,28.56℃,75.56%
25/6/2023 19:02,29.31℃,66.25%,28.56℃,75.69%
25/6/2023 19:12,29.31℃,66.38%,28.56℃,75.81%
25/6/2023 19:22,29.25℃,66.69%,28.56℃,75.94%
25/6/2023 19:32,29.25℃,66.94%,28.56℃,75.88%
25/6/2023 19:42,29.25℃,66.94%,28.56℃,75.56%
25/6/2023 19:52,29.25℃,67.25%,28.50℃,75.31%
25/6/2023 20:02,29.19℃,67.44%,28.50℃,75.00%
25/6/2023 20:12,29.19℃,67.62%,28.50℃,74.81%
25/6/2023 20:22,29.19℃,67.69%,28.50℃,74.75%
25/6/2023 20:32,29.19℃,67.75%,28.44℃,74.81%
25/6/2023 20:42,29.19℃,68.12%,28.50℃,75.00%
25/6/2023 20:52,29.19℃,68.50%,28.50℃,75.12%
25/6/2023 21:02,29.19℃,69.00%,28.50℃,75.25%
25/6/2023 21:12,29.19℃,69.44%,28.50℃,75.38%
25/6/2023 21:22,29.19℃,69.56%,28.56℃,75.50%
25/6/2023 21:32,29.19℃,68.44%,28.56℃,75.56%
25/6/2023 21:42,29.13℃,67.12%,28.56℃,75.69%
25/6/2023 21:52,29.13℃,67.94%,28.63℃,75.81%
25/6/2023 22:02,29.13℃,68.81%,28.69℃,75.88%
25/6/2023 22:12,29.13℃,69.94%,28.75℃,75.94%
25/6/2023 22:22,29.13℃,70.56%,28.75℃,76.00%
25/6/2023 22:32,29.13℃,71.00%,28.81℃,76.00%
25/6/2023 22:42,29.13℃,71.31%,28.81℃,75.94%
25/6/2023 22:52,29.06℃,71.19%,28.88℃,75.88%
25/6/2023 23:02,29.06℃,71.19%,28.88℃,75.88%
